사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
배__02/NNG	고/EC 돌/VV 아/EC 시장/NNG 까지/JX 나오/VV ᆫ/ETM 아낙/NNG 네/XSN 들/XSN 의/JKG 작/VA 은/ETM 보트/NNG 들/XSN 이야/JX 예외/NNG 이/VCP 지만/EC 제법/MAG 큼직/XR 하/XSA 다/EC 싶/VX 은/ETM 	배/NNG	들/XSN 은/JX 살림/NNG 까지/JX 해결/NNG 하/XSV 는/ETM 물/NNG 위/NNG 의/JKG 작/VA 은/ETM 수상/NNG 가옥/NNG 들/XSN 이/VCP 다/EF ./SF 
배__02/NNG	흔히/MAG 정크/NNG (/SS junk/SL )/SS 선__x19/NNG 이/VCP 라고/EC 불리/VV 는/ETM 	배/NNG	들/XSN 이/VCP 다/EF ./SF 
배__02/NNG	흔들리/VV 는/ETM 	배/NNG	위/NNG 에서/JKB 균형/NNG 을/JKO 잡/VV 기/ETN 위하/VV 아/EC 탄탄/XR 하/XSA 아/EC 지/VX ᆯ/ETM 수/NNB 밖에/JX 없/VA 는/ETM 자세/NNG 는/JX 자연스레/MAG 도도/XR 하/XSA 아/EC 지/VX 고/EC 
배__02/NNG	여러/MM 명/NNB 이/JKS 타/VV 고/EC 있/VX 어/EC 	배/NNG	의/JKG 균형/NNG 을/JKO 잡/VV 기/ETN 위하/VV 아/EC 서/VV 지/EC 않/VX 을/ETM 때/NNG 도/JX 있/VV 다/EF ./SF 
배__02/NNG	며/EC 강의/NNG 범람/NNG 이/JKS 보이/VV 어/EC 주/VX 는/ETM 위력/NNG 에/JKB 감탄/NNG 을/JKO 금하/VV 지/EC 못하/VX 았/EP 는데/EC 그것/NP 이/JKC 아니/VCN 라/EC 좀/MAG 큼직/XR 하/XSA ᆫ/ETM 	배/NNG	가/JKS 다니/VV 는/ETM 운하/NNG 이/VCP 라/EC 다리/NNG 밑/NNG 이/JKS 높/VA 다고/EC 말/NNG 하/XSV ᆫ다/EF ./SF 
배__02/NNG	운하/NNG 를/JKO 지나/VV 는/ETM 	배/NNG	의/JKG 교통/NNG 을/JKO 위하/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	건기/NNG 에/JKB 는/JX 운하/NNG 의/JKG 깊이/NNG 가/JKS 깊/VA 지/EC 않/VX 아/EC 구불구불/MAG 하/XSA ᆫ/ETM 운하/NNG 에서/JKB 는/JX 커브/NNG 를/JKO 돌/VV ᆯ/ETM 때/NNG 특히/MAG 	배/NNG	들/XSN 이/JKS 박치기/NNG 하/XSV ᆯ/ETM 공산/NNG 이/JKS 크/VA ᆫ데/EC 땅/NNG 위/NNG 가/JKC 아니/VCN 라/EC 물/NNG 위/NNG 이/VCP 기/ETN 때문/NNB 에/JKB 신통/NNG 하/XSA ᆫ/ETM 브레이크/NNG 가/JKS 
배__02/NNG	이리하여/MAJ 쉽/VA 게/EC 눈/NNG 에/JKB 띄/VV 고/EC 상대편/NNG 	배/NNG	에게/JKB 경계심/NNG 을/JKO 고취/NNG 하/XSV ᆯ/ETM 수/NNB 있/VV 는/ETM 디자인/NNG 이/JKS 필요/NNG 하/XSA 았/EP 을/ETM 것/NNB 이/VCP ᆫ데/EC 시뻘겋/VA ᆫ/ETM 눈두덩/NNG 에/JKB 부리부리/MAG 하/XSA ᆫ/ETM 
배__09/NNG	꼭지/NNG 가/JKS 저/NP 의/JKG 몸통/NNG 길이/NNG 의/JKG 두서너/MM 	배/NNG	가/JKC 되/VV 는/ETM 탓/NNG 에/JKB 가지/NNG 에/JKB 걸리/VV 어/EC 있/VX 으면/EC 과일/NNG 을/JKO 보/VV 는/ETM 것/NNB 이/JKC 아니/VCN 라/EC 대추나무/NNG 에/JKB 걸리/VV ᆫ/ETM 연/NNG 을/JKO 
배__03/NNG	마지막/NNG 으로/JKB 는/JX 수박/NNG 과/JC 사과/NNG ,/SP 	배/NNG	,/SP 딸기/NNG ./SF 
배__01/NNG		배/NNG	는/JX 옹색/XR 하/XSA 기/ETN 짝/NNG 이/JKS 없/VA 어/EC 더/MAG 말/NNG 하/XSV ᆯ/ETM 것/NNB 이/JKS 없/VA 고/EC 딸기/NNG 는/JX 그저/MAG 비슷비슷/MAG 하/XSA 아/EC 딸기/NNG 셰이크/NNG 를/JKO 
배__09/NNG	벤즈억/NNP 의/JKG 그/MM 100/SN m/SL 짜리/XSN 터널/NNG 은/JX 관광객/NNG 을/JKO 위하/VV 아/EC 원래/NNG 크기/NNG 의/JKG 두/MM 	배/NNG	로/JKB 넓히/VV 어/EC 놓/VX 은/ETM 터널/NNG 이/VCP 었/EP 다/EF ./SF 
배__09/NNG	숨/VV 은/ETM 두/MM 	배/NNG	세/MM 배/NNG 로/JKB 거칠/VA 어/EC 지/VX 었/EP 다/EF ./SF 
배__09/NNG	숨/VV 은/ETM 두/MM 배/NNG 세/MM 	배/NNG	로/JKB 거칠/VA 어/EC 지/VX 었/EP 다/EF ./SF 
배__01/NNG	서두르/VV 어/EC 시장/NNG 쪽/NNB 을/JKO 향하/VV 아/EC 걸어가/VV 니/EC 우리/NP 네/XSN 포장마차/NNG 촌/NNG 처럼/JKB 한잔/NNG 하/VV 거나/EC 출출/XR 하/XSA ᆫ/ETM 	배/NNG	를/JKO 채우/VV 는/ETM 노점/NNG 식당/NNG 들/XSN 이/JKS 모이/VV 어/EC 있/VX 다/EF ./SF 
배__09/NNG	베트남/NNP 정부/NNG 가/JKS 시행/NNG 하/XSV 는/ETM 공식/NNG 적/XSN 이/VCP ᆫ/ETM 이중/NNG 가격/NNG 제/XSN 는/JX 외국인/NNG ,/SP 에게/JKB 열/NR 	배/NNG	가/JKS 넘/VV 기/ETN 도/JX 하/VX 는/ETM 요금/NNG 을/JKO 물리/VV 지만/EC 그럭저럭/MAG 참/VV 고/EC 넘어가/VV ᆫ다/EC 하/VV 더라도/EC 상인/NNG 들/XSN 이/JKS 너나없이/MAG 자발/NNG 적/XSN 으로/JKB 동참/NNG 
배__09/NNG	탄니엔로/NNP 초입/NNG 의/JKG 까페/NNG 에서/JKB 는/JX 음료수/NNG 와/JC 담배/NNG 를/JKO 시중/NNG 의/JKG 두/MM 	배/NNG	를/JKO 받/VV 고/EC 팔/VV 아/EC 가난/NNG 하/XSA ᆫ/ETM 아베끄족/NNG 들/XSN 의/JKG 가볍/VA ᆫ/ETM 주머니/NNG 를/JKO 털/VV 어/EC 가/VX ᆫ다/EF ./SF 
배__02/NNG	시간/NNG 은/JX 그렇/VA 게/EC 흐르/VV 고/EC 수평선/NNG 의/JKG 요상하/VV 고/EC 수상/XR 하/XSA ᆫ/ETM 섬/NNG 들/XSN 을/JKO 향하/VV 아/EC 	배/NNG	는/JX 천천히/MAG 조금/NNG 씩/XSN 다가가/VV 는/ETM 듯/NNB 싶/VX 더니/EC 어느새/MAG 섬/NNG 들/XSN 은/JX 코앞/NNG 에/JKB 바짝/MAG 고개/NNG 를/JKO 들이밀/VV ᆫ다/EF ./SF 
배__02/NNG		배/NNG	들/XSN 은/JX 섭섭/XR 하/XSA 게/EC 도/JX 돛대/NNG 를/JKO 두어/MM 개/NNB 씩/XSN 장만/NNG 하/XSV 았/EP 건만/EC 황포/NNG 돛/NNG 은/JX 올리/VV 지/EC 않/VX 고/EC 있/VX 다/EF ./SF 
배__09/NNG	경망/NNG 의/JKG 정도/NNG 가/JKS 앙코르와트/NNP 의/JKG 탑/NNG 을/JKO 옥수수/NNG 로/JKB 보/VV ᆫ/ETM 나/NP 의/JKG 것/NNB 의/JKG 몇/MM 	배/NNG	를/JKO 뛰어넘/VV 는다/EF ./SF 
배__02/NNG	따라서/MAJ 니악뽀안/NNP 은/JX 서/NNG 바레이/NNP 나/JC 동/NNG 바레이/NNP 의/JKG 메본/NNP 처럼/JKB 	배/NNG	를/JKO 타/VV 고/EC 찾아가/VV 는/ETM 곳/NNG 이/VCP 었/EP 고/EC 이렇/VA 게/EC 니악뽀안/NNP 을/JKO 찾아가/VV ᆫ/ETM 사람/NNG 들/XSN 은/JX 사원/NNG 에/JKB 기도/NNG 하/XSV 고/EC 병자/NNG 들/XSN 
배__09/NNG	앙코르/NNP 의/JKG 전경/NNG 에다가/JKB 똔레삽호수/NNP 까지/JX 한눈/NNG 에/JKB 내려다보/VV 려면/EC 지금/NNG 의/JKG 두/MM 	배/NNG	이/VCP ᆫ/ETM 500/SN m/SL 상공/NNG 까지/JX 는/JX 뜨/VV 어야/EC 하/VX ᆯ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	내/VX 고/EC 구멍/NNG 을/JKO 뚫/VV 어/EC 대나무/NNG 를/JKO 끼우/VV ᆫ/ETM 후/NNG 코끼리/NNG 의/JKG 등/NNG 에/JKB 걸/VV 고/EC 강/NNG 까지/JX 운반/NNG 하/XSV 았/EP 고/EC ,/SP 다시/MAG 	배/NNG	로/JKB 그/MM 거대/NNG 하/XSA ᆫ/ETM 돌/NNG 들/XSN 을/JKO 싣/VV 어/EC 앙코르/NNP 로/JKB 나르/VV 았/EP 다/EF ./SF 
배__01/NNG	캄보디아/NNP 에서/JKB 네이팜탄/NNG 에/JKB 불타/VV 고/EC 폭탄/NNG 에/JKB 찢기/VV 어/EC 가/VX 거나/EC 주리/VV ᆫ/ETM 	배/NNG	를/JKO 움켜쥐/VV 고/EC 스러지/VV 어/EC 가/VX ᆫ/ETM 억울/XR 하/XSA ᆫ/ETM 영혼/NNG 들/XSN 에/JKB 대하/VV 아/EC 일차/NNG 적/XSN 으로/JKB 책임지/VV 어야/EC 하/VX ᆯ/ETM 것/NNB 은/JX 폴포트/NNP 
배__01/NNG	오랜만/NNG 에/JKB 허기지/VV ᆫ/ETM 	배/NNG	를/JKO 크메르식/NNG 저녁/NNG 으로/JKB 채우/VV ᆫ/ETM 후/NNG 이틀간/NNG 의/JKG 후의/NNG 에/JKB 감사/NNG 하/XSV 고/EC 작별/NNG 의/JKG 인사/NNG 를/JKO 나누/VV 었/EP 다/EF ./SF 
배__09/NNG	똔레삽호수/NNP 는/JX 건기/NNG 의/JKG 막바지/NNG 에/JKB 2/SN ,/SP 500/SN ㎢/SW 로/JKB 줄어들/VV 었/EP 다가/EC 우기/NNG 가/JKS 정점/NNG 에/JKB 이르/VV 면/EC 무려/MAG 일곱/NR 	배/NNG	에/JKB 이르/VV 는/ETM 14/SN ,/SP 500/SN ㎢/SW 로/JKB 불어나/VV 는/ETM 동남아시아/NNP 최대/NNG 의/JKG 호수/NNG 이/VCP 다/EF ./SF 
배__09/NNG	14/SN ,/SP 500/SN ㎢/SW 이/VCP 라면/EC 제주도/NNP 의/JKG 8/SN 	배/NNG	가깝/VA ᆫ/ETM 크기/NNG 이/VCP 다/EF ./SF 
배__02/NNG	그러나/MAJ 호안/NNG (/SS 湖岸/SH )/SS 은/JX 수심/NNG 이/JKS 얕/VA 아/EC 크/VA ᆫ/ETM 	배/NNG	가/JKS 다니/VV ᆯ/ETM 수/NNB 없/VA 어/EC 작/VA 은/ETM 보트/NNG 를/JKO 타/VV 고/EC 좀/MAG 더/MAG 나가/VV 아야/EC 하/VX ᆫ다/EF ./SF 
배__02/NNG	그/NP 도/JX 그렇/VA ᆯ/ETM 것/NNB 이/JKS 승객/NNG 의/JKG 절반/NNG 이상/NNG 을/JKO 차지/NNG 하/XSV 는/ETM 서양/NNG 아이/NNG 들/XSN 이/JKS 모두/MAG 	배/NNG	의/JKG 지붕/NNG 위/NNG 로/JKB 올라가/VV 았/EP 기/ETN 때문/NNB 이/VCP 다/EF ./SF 
배__02/NNG	을/JKO 신/NNG 나/VV 게/EC 달리/VV 던/ETM 차/NNG 는/JX 메콩강/NNP 을/JKO 앞/NNG 에/JKB 두/VV 고/EC 도선장/NNG 에서/JKB 차/NNG 를/JKO 강/NNG 건너편/NNG 으로/JKB 싣/VV 어/EC 나르/VV ᆯ/ETM 	배/NNG	에/JKB 올라타/VV ᆫ다/EF ./SF 
배__09/NNG	우선/MAG 아치/NNG 형/XSN 문/NNG 이/JKS 사방/NNG 에/JKB 뚫리/VV 어/EC 개선문/NNP 의/JKG 두/MM 	배/NNG	이/VCP 고/EC ,/SP 머리/NNG 가/JKS 밋밋/XR 하/XSA ᆫ/ETM 개선문/NNP 과/JKB 달리/MAG 빠뚝사이/NNP 의/JKG 머리/NNG 에/JKB 는/JX 전통/NNG 의/JKG 연꽃/NNG 받침/NNG 을/JKO 두/VV 고/EC 라오스/NNP 전통/NNG 
배__01/NNG	해/NNG 가/JKS 지/VV ᆫ/ETM 다음/NNG 에/JKB 야/JX 출출/XR 하/XSA ᆫ/ETM 	배/NNG	를/JKO 채우/VV ᆯ/ETM 겸/NNB 메콩강/NNP 변/NNG 으로/JKB 향하/VV 았/EP 다/EF ./SF 
배__01/NNG	그러/VV 어도/EC 허기지/VV ᆫ/ETM 	배/NNG	는/JX 채우/VV 지/EC 않/VX 을/ETM 수/NNB 없/VA 다/EF ./SF 
배__09/NNG	길바닥/NNG 에서/JKB 섣불리/MAG 땡땡이/NNG 를/JKO 치/VV 다가/EC 는/JX 일사병/NNG 으로/JKB 고꾸라지/VV 기/ETN 십상/NNG 이/VCP 니/EC 그저/MAG 교실/NNG 에서/JKB 얌전히/MAG 공부/NNG 하/XSV 는/ETM 것/NNB 이/JKS 백/NR 	배/NNG	낫/VA 다는/ETM 것/NNB 을/JKO 아이/NNG 들/XSN 도/JX 잘/MAG 알/VV 고/EC 있/VX 을/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	화전/NNG 을/JKO 일구/VV 는/ETM 것/NNB 에/JKB 비하/VV 아/EC 몇/MM 	배/NNG	나/JX 높/VA 은/ETM 수익/NNG 을/JKO 보장/NNG 하/XSV 아/EC 주/VX 니/EC 너/NP 나/NP 없이/MAG 농민/NNG 들/XSN 이/JKS 양귀비/NNG 재배/NNG 와/JC 아편/NNG 생산/NNG 에/JKB 매달리/VV 게/EC 되/VV 
배__09/NNG	결국/NNG 인간/NNG 이/JKS 자립/NNG 하/XSV 려면/EC 대개/MAG 짐승/NNG 들/XSN 에/JKB 비하/VV 아/EC 20/SN 	배/NNG	나/JX 더/MAG 길/VA ᆫ/ETM 시간/NNG 이/JKS 필요/NNG 하/XSA 다/EF ./SF 
배__09/NNG	아버지/NNG 들/XSN 이/JKS 알/VV 고/EC 있/VX 는/ETM 지식/NNG 은/JX ,/SP 말죽거리/NNP 땅값/NNG 이/JKS 몇/MM 	배/NNG	로/JKB 뛰/VV 었/EP 느냐/EF ?/SF 
배__09/NNG	미국/NNP 은/JX 지나/VV ᆫ/ETM 반세기/NNG 동안/NNG 그/MM 인구/NNG 가/JKS 	배/NNG	로/JKB 늘/VV 었/EP 는데/EC 그/MM 가운데/NNG 에서/JKB 65/SN 세/NNB 이상/NNG 의/JKG 인구/NNG 는/JX 네/MM 곱절/NNG 이나/JX 불어나/VV 았/EP 다/EF ./SF 
배__09/NNG	"/SS 이렇/VA 게/EC 신바람/NNG 이/JKS 나/VV 아서/EC 할아버지/NNG 가/JKS 자랑/NNG 스럽/XSA 게/EC 늘어놓/VV 던/ETM 그/MM 영광/NNG 의/JKG 기억력/NNG 을/JKO 그/NP 보다/JKB 몇/MM 	배/NNG	나/JX 더/MAG 정확/NNG 하/XSA ᆫ/ETM 카메라/NNG 가/JKS 무/XPN 자비/NNG 하/XSA 게/EC 내쫓/VV 고/EC 말/VX ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	그렇/VA 게/EC 되/VV 면/EC 세상/NNG 은/JX 	배/NNG	나/JX 더/MAG 넓/VA 어/EC 지/VX 고/EC 소비/NNG 물자/NNG 의/JKG 반/NNG 은/JX 절약/NNG 되/XSV ᆯ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	콩나물시루/NNG 같/VA 은/ETM 도시/NNG 는/JX 상대/NNG 적/XSN 으로/JKB 	배/NNG	나/JX 넓/VA 어/EC 지/VX 고/EC ,/SP 손바닥/NNG 만/JX 한/MM 도시/NNG 주택/NNG 의/JKG 좁/VA 은/ETM 뜰/NNG 은/JX 넓히/VV 지/EC 않/VX 아도/EC 미니/NNG 인간/NNG 들/XSN 이/JKS 휘파람/NNG 
배__09/NNG	그런데/MAJ 옛날/NNG 보다/JKB 도/JX 몇/MM 	배/NNG	나/JX 더/MAG 이렇/VA 게/EC 태어나/VV ᆫ/ETM 아이/NNG 들/XSN 을/JKO 기다리/VV 고/EC 있/VX 는/ETM 이유/NNG 는/JX 대체/MAG 무엇/NP 이/VCP ᆫ가/EF ?/SF 
배__09/NNG	그리고/MAJ 그것/NP 은/JX 생존/NNG 경쟁/NNG 보다/JKB 몇/MM 	배/NNG	나/JX 더/MAG 쓰라리/VA 고/EC ,/SP 몇/MM 배/NNG 나/JX 더/MAG 치열/NNG 하/XSA 다/EF ./SF 
배__09/NNG	그리고/MAJ 그것/NP 은/JX 생존/NNG 경쟁/NNG 보다/JKB 몇/MM 배/NNG 나/JX 더/MAG 쓰라리/VA 고/EC ,/SP 몇/MM 	배/NNG	나/JX 더/MAG 치열/NNG 하/XSA 다/EF ./SF 
배__01/NNG		배/NNG	가/JKS 고프/VA ᆫ/ETM 흥부/NNP 네/XSN 애/NNG 들/XSN 이/JKS 먹/VV 는/ETM 타령/NNG 을/JKO 더/MAG 많이/MAG 하/VV 는/ETM 것/NNB 처럼/JKB 성/NNG 의/JKG 대문/NNG 에/JKB 굳/VA 은/ETM 빗장/NNG 
배__01/NNG	우리/NP 가/JKS 어떤/MM 음식/NNG 을/JKO 먹/VV 는다는/ETM 것/NNB 은/JX 단순히/MAG 	배/NNG	를/JKO 채우/VV 고/EC 그/MM 영양/NNG 만/JX 섭취/NNG 하/XSV 는/ETM 행위/NNG 를/JKO 의미/NNG 하/XSV 는/ETM 것/NNB 이/JKC 아니/VCN 기/ETN 때문/NNB 이/VCP 다/EF ./SF 
배__01/NNG	이/MM 말/NNG 은/JX 뒤집/VV 어/EC 말/NNG 하/XSV 면/EC 어머니/NNG 가/JKS 따르/VV 아/EC 주/VX 는/ETM 밀크/NNG 를/JKO 마시/VV ᆯ/ETM 때/NNG 아이/NNG 들/XSN 은/JX 허기지/VV ᆫ/ETM 	배/NNG	만/JX 을/JKO 충족/NNG 시키/XSV 는/ETM 것/NNB 이/JKC 아니/VCN 라는/ETM 결론/NNG 을/JKO 얻/VV 을/ETM 수/NNB 가/JKS 있/VV 다/EF ./SF 
배__02/NNG	식민지/NNG 시절/NNG 미국/NNP 의/JKG 애국자/NNG 들/XSN 은/JX 차/NNG 세/NNG 茶稅/SH 를/JKO 반대/NNG 하/XSV 기/ETN 위하/VV 아서/EC 보스턴/NNP 항구/NNG 에/JKB 정박/NNG 중/NNB 이/VCP ᆫ/ETM 	배/NNG	를/JKO 용감/XR 하/XSA 게/EC 습격/NNG 하/XSV 았/EP 다/EF ./SF 
배__01/NNG	현대인/NNG 의/JKG 마음/NNG 은/JX 먹/VV 어도/EC 먹/VV 어도/EC 	배/NNG	가/JKS 고프/VA 다/EF ./SF 
배__09/NNG	그리고/MAJ 여성/NNG 은/JX 남자/NNG 보다/JKB 도/JX 몇/MM 	배/NNG	나/JX 남/NNG 에게/JKB 더/MAG 잘/MAG 홀리/VV 는/ETM 기질/NNG 이/JKS 있/VV 다/EF ./SF 
배__09/NNG	그러나/MAJ 현대인/NNG 의/JKG 성대/NNG 는/JX 그/NP 들/XSN 에/JKB 비하/VV 아/EC 수백/NR ,/SP 수천/NR 	배/NNG	아니/MAG 무/XPN 한정/NNG 하/XSA ᆯ/ETM 정도/NNG 로/JKB 크/VA 다/EF ./SF 
배__09/NNG	그것/NP 도/JX 몇/MM 십/NR 	배/NNG	나/JX 더/MAG 기능/NNG 이/JKS 강/XR 하/XSA 아/EC 지/VX ᆫ/ETM 기사/NNG 이/VCP 며/EC ,/SP 카우보이/NNG 이/VCP ᆫ/ETM 셈/NNB 이/VCP 다/EF ./SF 
배__09/NNG	한/MM 시간/NNG 이/VCP 면/EC 대개/MAG 고속도로/NNG 에서/JKB 250/SN 리/NNB 를/JKO 달리/VV 니까/EC 이런/MM 계산대/NNG 로/JKB 하/VV ᆫ다면/EC ,/SP 25/SN 	배/NNG	나/JX 시간/NNG 을/JKO 더/MAG 벌/VV 는/ETM 셈/NNB 이/VCP 다/EF ./SF 
배__09/NNG	순전히/MAG 돌아다니/VV 는/ETM 거리/NNG 만/JX 으로/JKB 보/VV ᆯ/ETM 때/NNG 자동차/NNG 는/JX 인간/NNG 의/JKG 수명/NNG 을/JKO 수십/NR 	배/NNG	로/JKB 연장/NNG 시키/XSV 어/EC 주/VX ᆫ/ETM 것/NNB 과/JKB 다름없/VA 다/EF ./SF 
배__09/NNG	전/MM 세계/NNG 를/JKO 떠들썩/XR 하/XSA 게/EC 하/VV 고/EC 있/VX 는/ETM 베트남/NNP 전선/NNG 에서/JKB 전사/NNG 하/XSV ᆫ/ETM 미군/NNG 보다/JKB 10/SN 	배/NNG	나/JX 더/MAG 많/VA 은/ETM 숫자/NNG 이/VCP 다/EF ./SF 
배__01/NNG	가/JKS 서/VV 어/EC 있/VX 는/ETM 것/NNB 을/JKO 만들/VV 기/ETN 어렵/VA 니/EC 눕/VV 어/EC 있/VX 는/ETM 것/NNB 을/JKO 만들/VV 어/EC 보/VX 라고/EC 하/VV 아서/EC 다리/NNG 를/JKO 	배/NNG	에다/JKB 붙이/VV 어/EC 앉히/VV 게/EC 하/VX 았/EP 던/ETM 것/NNB 이/VCP ᆫ데/EC ,/SP 나중/NNG 에/JKB 보/VV 니/EC 그/MM 아이/NNG 가/JKS 생각/NNG 하/XSV 고/EC 있/VX 는/ETM 소/NNG 
배__01/NNG	간밤/NNG 에/JKB 는/JX 밤새/VV 도록/EC 	배/NNG	가/JKS 아프/VA 았/EP 던/ETM 것/NNB 이/VCP 다/EF ./SF 
배__01/NNG	아침/NNG 에/JKB 설사/NNG 는/JX 무르/VA ᆫ/ETM 변/NNG 으로/JKB 되/VV 고/EC ,/SP 	배/NNG	도/JX 별로/MAG 아프/VA 지/EC 않/VX 았/EP 다/EF ./SF 
배__09/NNG	이/MM 여선생/NNG 은/JX 거기/NP 다가/JX 또/MAG 내/NP 가/JKS 가지/VV ᆫ/ETM 책/NNG 뭉치/NNG 의/JKG 몇/MM 	배/NNG	가/JKC 되/VV 는/ETM 짐/NNG 을/JKO 함께/MAG 가지/VV 고/EC 있/VX 는데/EC 말/NNG 이/VCP 다/EF ./SF 
배__01/NNG		배/NNG	도/JX 고프/VA 지/EC 않/VX 았/EP 고/EF ./SF 
배__09/NNG	오늘/NNG 은/JX 집/NNG 에/JKB 있/VV 으면/EC 교장/NNG 을/JKO 만나/VV ᆯ까/EC 싶/VX 어/EC (/SS 이/MM 영감/NNG 만나/VV 는/ETM 것/NNB 이/JKS 송충이/NNG 만나/VV 는/ETM 것/NNB 몇/MM 백/NR 	배/NNG	싫/VA 다/EF ./SF 
배__02/NNG	인천역/NNP 에서/JKB 부두/NNG 까지/JX 합승/NNG 을/JKO 타/VV 고/EC ,/SP 부두/NNG 에서/JKB 영종도/NNP 까지/JX 는/JX 	배/NNG	를/JKO 타/VV 는데/EC 18/SN 분/NNB 가량__x06/NNG 걸리/VV 었/EP 다/EF ./SF 
배__02/NNG	다른/MM 분/NNB 들/XSN 도/JX 모두/MAG ,/SP 처음/NNG 	배/NNG	에서/JKB 내리/VV ᆫ/ETM 곳/NNG 으로/JKB 가/VV 아서/EC 오늘/NNG 은/JX 그/MM 곳/NNG 에서/JKB 해수욕/NNG 을/JKO 하/VV ᆫ단다/EF ./SF 
배__02/NNG	)/SS 	배/NNG	가/JKS 12/SN 시/NNB 20/SN 분/NNB 에/JKB 떠나/VV ᆫ다고/EC 하/VV 아서/EC 승선표/NNG 를/JKO 20/SN 원/NNB 주/VV 고/EC 사/VV 아/EC 놓/VX 고/EC ,/SP 다른/MM 사람/NNG 들/XSN 과/JKB 
배__02/NNG	"/SS 고/JKQ 속이/VV 고/EC 기어코/MAG 	배/NNG	를/JKO 타/VV 았/EP 다/EF ./SF 
배__02/NNG		배/NNG	가/JKS 아래위/NNG 로/JKB 일렁일렁/MAG 흔들리/VV 어/EC 몹시/MAG 어지럽/VA 고/EC 멀미/NNG 가/JKS 나/VV ᆯ/ETM 것/NNB 같/VA 았/EP 다/EF ./SF 
배__09/NNG	운동회비/NNG 는/JX 30/SN 원/NNB 씩/XSN 걷/VV 어서/EC 주/VV 기/ETN 로/JKB 하/VV 고/EC ,/SP 기성회비/NNG 는/JX 다른/MM 학교/NNG 와/JKB 같이/MAG 	배/NNG	로/JKB 올리/VV ᆯ/ETM 수/NNB 밖에/JX 없/VA 다고/EC 의논/NNG 하/XSV 았/EP 다/EF ./SF 
배__09/NNG	작년/NNG 기성회비/NNG 는/JX 처음/NNG 에/JKB 전액/NNG 이/JKS 50/SN 원/NNB 이/VCP 었/EP 는데/EC ,/SP 2/SN 학기/NNG 부터/JX 갑자기/MAG 	배/NNG	로/JKB 100/SN 원/NNB 이/JKC 되/VV 었/EP 다/EC 그것/NP 이/JKS 올해/NNG 는/JX 240/SN 원/NNB 으로/JKB 되/VV 었/EP 으니/EC ,/SP 농민/NNG 들/XSN 의/JKG 소득/NNG 은/JX 여전히/MAG 그대로/MAG 
배__01/NNG	직행/NNG 으로/JKB 임동/NNP 오/VV 아서/EC 걸어오/VV 는데/EC 6/SN 시/NNB 부터/JX 9/SN 시/NNB 15/SN 분/NNB 까지/JX ,/SP 물/NNG 을/JKO 건너/VV 고/EC 벼랑/NNG 을/JKO 타/VV 고/EC ,/SP 	배/NNG	가/JKS 아프/VA 아/EC 냇가/NNG 에/JKB 앉/VV 아/EC 기다리/VV 고/EC ,/SP 천신만고/NNG 하/XSV 아서/EC 오/VX 았/EP 다/EF ./SF 
배__02/NNG	이제/MAG 꼼짝없이/MAG 직업/NNG 이/JKS 없/VA 는/ETM 가장/NNG 을/JKO 중심/NNG 으로/JKB 거칠/VA ᆫ/ETM 바다/NNG 에/JKB 뜨/VV ᆫ/ETM 	배/NNG	는/JX 항해/NNG 를/JKO 계속/NNG 하/XSV 아야/EC 만/JX 하/VX 았/EP 다/EF ./SF 
배__01/NNG	그/NP 들/XSN 은/JX 미국말/NNG 을/JKO 함부로/MAG 지껄이/VV 어/EC 대/VX 었/EP 고/EC 뭐/NP 가/JKS 그리도/MAG 좋/VA 은지/EC 키득거리/VV 며/EC 서로/NNG 의/JKG 	배/NNG	를/JKO 찌르/VV 며/EC 장난/NNG 을/JKO 하/VV 았/EP 다/EF ./SF 
배__01/NNG	나/NP 의/JKG 존재/NNG 를/JKO 잃어버리/VV ᆫ/ETM 슬픔/NNG 으로/JKB 임신/NNG 하/XSV ᆫ/ETM 	배/NNG	를/JKO 쓰다듬/VV 으며/EC 나/NP 는/JX 또/MAG 울/VV 었/EP 다/EF ./SF 
배__09/NNG	감사/NNG 의/JKG 표시/NNG 이/VCP 라며/EC 일반/NNG 표/NNG 값/NNG 보다/JKB 몇/MM 	배/NNG	가/JKS 더/MAG 비싸/VA ᆫ/ETM ,/SP 제일/NNG 좋/VA 은/ETM 비행기/NNG 자리/NNG (/SS 휘스트크라스/NNG )/SS 표/NNG 를/JKO 선물/NNG 받/VV 아/EC 편안/NNG 하/XSA 게/EC 돌아오/VV 게/EC 되/VV 었/EP 
배__01/NNG		배/NNG	터지/VV 게/EC 묵이/VV 면/EC 되/VV 지/EF !/SF 
